prevision_j,heure,fioul_tac,nucleaire,ech_comm_angleterre,date,gaz_tac,bioenergies_biogaz,bioenergies_biomasse,destockage_batterie,charbon,prevision_j1,hydraulique_step_turbinage,stockage_batterie,pompage,gaz_ccg,hydraulique_lacs,eolien_terrestre,ech_comm_allemagne_belgique,fioul,solaire,ech_comm_italie,bioenergies,gaz_autres,date_heure,fioul_cogen,gaz_cogen,hydraulique_fil_eau_eclusee,hydraulique,ech_comm_suisse,eolien_offshore,perimetre,ech_comm_espagne,taux_co2,eolien,ech_physiques,bioenergies_dechets,nature,consommation,gaz,fioul_autres
64200,00:00,0,49129,2514,2025-01-01,0,252,363,1,0,64000,380,-3,-2199,631,525,9503,6662,107,0,-3111,911,0,2024-12-31T23:00:00+00:00,110,1643,4482,5387,-3200,1384,France,-2341,22,10887,-2534,296,Données temps réel,63949,2273,0
63650,00:15,0,47071,2514,2025-01-01,0,250,342,2,0,63350,198,-10,-2390,453,747,9587,6662,108,0,-3111,894,0,2024-12-31T23:15:00+00:00,110,1642,4397,5342,-3200,1356,France,-2341,21,10944,-93,302,Données temps réel,63954,2094,0
63100,00:30,0,45763,2514,2025-01-01,0,250,343,1,0,62700,195,-12,-2394,392,740,9712,6451,108,0,-3111,895,0,2024-12-31T23:30:00+00:00,110,1644,4386,5322,-3200,1364,France,-2341,21,11076,83,302,Données temps réel,62870,2034,0
62200,00:45,1,45084,2514,2025-01-01,0,252,363,1,0,61900,131,-10,-2390,393,688,9736,6451,111,0,-3111,914,0,2024-12-31T23:45:00+00:00,110,1557,4412,5230,-3200,1375,France,-2341,21,11111,-470,299,Données temps réel,61522,1949,0
61300,01:00,0,44609,2483,2025-01-01,0,252,361,1,0,61100,126,-11,-2398,210,688,9877,5971,110,0,-3111,911,0,2025-01-01T00:00:00+00:00,110,1555,4411,5224,-3200,1362,France,-2341,20,11239,-324,298,Données temps réel,61115,1764,0
61650,01:15,1,44720,2483,2025-01-01,0,252,360,1,0,61350,280,-18,-2397,210,747,9996,5971,111,0,-3111,912,0,2025-01-01T00:15:00+00:00,110,1555,4339,5366,-3200,1378,France,-2341,20,11373,-405,300,Données temps réel,61421,1764,0
62000,01:30,0,44460,2483,2025-01-01,0,252,362,1,0,61600,282,-18,-2389,212,704,10132,5973,110,0,-3111,911,0,2025-01-01T00:30:00+00:00,110,1555,4317,5303,-3200,1384,France,-2341,20,11516,-591,298,Données temps réel,61062,1766,0
61850,01:45,1,44379,2483,2025-01-01,0,252,361,1,0,61450,246,-17,-2390,261,750,10092,5973,111,0,-3111,906,0,2025-01-01T00:45:00+00:00,110,1556,4265,5261,-3200,1378,France,-2341,20,11471,-591,293,Données temps réel,60939,1816,0
61700,02:00,1,44457,2283,2025-01-01,0,252,362,1,0,61300,238,-17,-2413,90,753,10150,5774,111,0,-3111,912,0,2025-01-01T01:00:00+00:00,110,1556,4297,5288,-3200,1369,France,-2341,19,11519,-867,298,Données temps réel,60629,1645,0
61000,02:15,1,44538,2283,2025-01-01,0,252,359,36,0,60500,58,-1,-2854,165,739,10192,5774,111,0,-3111,907,0,2025-01-01T01:15:00+00:00,110,1489,4257,5054,-3200,1386,France,-2341,19,11577,-20,296,Données temps réel,60995,1653,0
60300,02:30,1,44276,2283,2025-01-01,0,252,359,13,0,59700,35,-2,-2852,153,685,10172,5413,111,0,-3111,908,0,2025-01-01T01:30:00+00:00,110,1488,4251,4970,-3200,1387,France,-2341,19,11559,-558,298,Données temps réel,60057,1640,0
59550,02:45,0,43933,2283,2025-01-01,0,252,365,28,0,58750,1,-1,-2853,112,670,10312,5413,110,0,-3111,910,0,2025-01-01T01:45:00+00:00,110,1489,4206,4877,-3200,1372,France,-2341,19,11684,-909,294,Données temps réel,59372,1599,0
58800,03:00,0,43180,2386,2025-01-01,0,252,363,16,0,57800,1,-3,-2855,144,455,10326,5180,110,0,-3106,907,0,2025-01-01T02:00:00+00:00,110,1488,4202,4658,-3200,1372,France,-2341,20,11698,-739,292,Données temps réel,58594,1630,0
58350,03:15,0,43204,2386,2025-01-01,0,252,360,39,0,57100,0,-1,-2925,117,208,10473,5180,110,0,-3106,907,0,2025-01-01T02:15:00+00:00,110,1489,4165,4373,-3200,1370,France,-2341,20,11842,-935,295,Données temps réel,58212,1605,0
57900,03:30,0,42676,2386,2025-01-01,0,252,357,4,0,56400,0,-4,-3000,105,205,10513,5020,110,0,-3106,904,0,2025-01-01T02:30:00+00:00,110,1488,4116,4321,-3200,1387,France,-2341,20,11900,-916,296,Données temps réel,57580,1592,0
57250,03:45,1,42228,2386,2025-01-01,0,252,357,4,0,55800,0,-5,-2995,165,206,10535,5020,111,0,-3106,905,0,2025-01-01T02:45:00+00:00,110,1488,4107,4313,-3200,1393,France,-2341,20,11928,-1218,297,Données temps réel,56915,1652,0
56600,04:00,1,42091,2333,2025-01-01,0,252,358,5,0,55200,0,-5,-2989,143,211,10599,5560,111,0,-3111,910,0,2025-01-01T03:00:00+00:00,110,1490,4048,4259,-3200,1413,France,-2400,20,12012,-1674,300,Données temps réel,56345,1632,0
56350,04:15,1,41369,2333,2025-01-01,0,252,359,1,0,54700,0,-24,-3217,142,211,10695,5560,111,0,-3111,908,0,2025-01-01T03:15:00+00:00,110,1488,3947,4157,-3200,1417,France,-2400,20,12113,-808,297,Données temps réel,56232,1629,0
56100,04:30,1,41090,2333,2025-01-01,0,252,358,1,0,54200,0,-25,-3217,149,201,10711,5416,111,0,-3111,905,0,2025-01-01T03:30:00+00:00,110,1489,3870,4072,-3200,1414,France,-2400,21,12125,-983,295,Données temps réel,55709,1638,0
55900,04:45,0,40871,2333,2025-01-01,0,252,359,1,0,54100,0,-25,-3219,163,201,10765,5416,110,0,-3111,906,0,2025-01-01T03:45:00+00:00,110,1488,3789,3991,-3200,1417,France,-2400,21,12182,-1076,296,Données temps réel,55383,1649,0
55700,05:00,1,40922,2513,2025-01-01,0,252,359,1,0,54000,1,-25,-3208,101,337,10905,4465,111,0,-3111,907,0,2025-01-01T04:00:00+00:00,110,1490,3750,4088,-3200,1397,France,-2400,20,12303,-1251,297,Données temps réel,55431,1590,0
55700,05:15,0,41430,2513,2025-01-01,0,252,363,1,0,53900,1,-18,-2903,121,428,11031,4465,110,0,-3111,910,0,2025-01-01T04:15:00+00:00,110,1500,3772,4201,-3200,1412,France,-2400,20,12443,-2036,296,Données temps réel,55750,1620,0
55700,05:30,1,41032,2513,2025-01-01,0,252,362,1,0,53800,0,-19,-2907,161,425,11038,4533,111,0,-3111,909,0,2025-01-01T04:30:00+00:00,110,1499,3788,4213,-3200,1421,France,-2400,21,12459,-1999,296,Données temps réel,55453,1659,0
55700,05:45,0,40859,2513,2025-01-01,0,252,362,1,0,53650,0,-18,-2911,185,428,11136,4533,110,0,-3111,908,0,2025-01-01T04:45:00+00:00,110,1500,3747,4175,-3200,1424,France,-2400,21,12559,-1881,294,Données temps réel,55479,1684,0
55700,06:00,0,40963,2512,2025-01-01,0,252,361,1,0,53500,0,-19,-2979,126,384,11370,4370,110,0,-3111,907,0,2025-01-01T05:00:00+00:00,110,1499,3730,4114,-3197,1423,France,-2544,20,12794,-2001,295,Données temps réel,55508,1625,0
56050,06:15,0,41605,2512,2025-01-01,0,252,360,16,0,53800,0,-5,-3217,122,383,11510,4370,110,0,-3111,906,0,2025-01-01T05:15:00+00:00,110,1499,3751,4134,-3197,1435,France,-2544,20,12944,-1945,295,Données temps réel,56160,1620,0
56400,06:30,1,41599,2512,2025-01-01,0,252,359,16,0,54100,0,-5,-3206,170,303,11708,4441,111,0,-3111,901,0,2025-01-01T05:30:00+00:00,110,1499,3783,4085,-3197,1432,France,-2544,20,13140,-2178,291,Données temps réel,56124,1668,0
56550,06:45,0,41578,2512,2025-01-01,0,252,359,16,0,54100,1,-6,-3207,147,240,11847,4441,110,0,-3111,906,0,2025-01-01T05:45:00+00:00,110,1500,3857,4098,-3197,1437,France,-2544,20,13284,-2130,296,Données temps réel,56287,1646,0
56700,07:00,0,41358,2514,2025-01-01,0,252,359,16,0,54100,0,-7,-3210,123,241,12063,4759,110,0,-3096,903,0,2025-01-01T06:00:00+00:00,110,1499,3888,4129,-3200,1436,France,-2544,20,13499,-1941,292,Données temps réel,56469,1620,0
56850,07:15,1,40892,2514,2025-01-01,0,252,359,20,0,54200,0,-4,-3139,162,289,12233,4759,111,0,-3096,908,0,2025-01-01T06:15:00+00:00,110,1673,3924,4213,-3200,1437,France,-2544,21,13670,-1833,297,Données temps réel,56665,1834,0
57000,07:30,0,40610,2514,2025-01-01,0,252,360,20,0,54300,0,-4,-3139,208,372,12266,4790,110,0,-3096,908,0,2025-01-01T06:30:00+00:00,110,1673,3961,4332,-3200,1438,France,-2544,22,13704,-1711,297,Données temps réel,56701,1880,0
57150,07:45,1,40684,2514,2025-01-01,0,252,360,20,0,54350,0,-4,-3138,186,331,12417,4790,111,0,-3096,907,0,2025-01-01T06:45:00+00:00,110,1674,3858,4188,-3200,1437,France,-2544,22,13854,-1761,296,Données temps réel,56714,1860,0
57300,08:00,1,41007,1845,2025-01-01,0,252,359,21,0,54400,0,-2,-3140,168,349,12450,3985,111,298,-3381,908,0,2025-01-01T07:00:00+00:00,110,1672,3870,4219,-3200,1436,France,-2544,21,13886,-1862,298,Données temps réel,57279,1839,0
57250,08:15,1,41519,1845,2025-01-01,0,252,361,1,0,54250,96,-10,-3100,197,246,12601,3985,111,343,-3381,908,0,2025-01-01T07:15:00+00:00,110,1670,3869,4211,-3200,1435,France,-2544,21,14036,-2772,296,Données temps réel,57105,1866,0
57200,08:30,1,41826,1845,2025-01-01,0,252,361,1,0,54100,96,-11,-3105,211,245,12678,3794,111,401,-3381,912,0,2025-01-01T07:30:00+00:00,110,1670,3885,4226,-3200,1438,France,-2544,21,14116,-3140,299,Données temps réel,57211,1880,0
57250,08:45,0,42122,1845,2025-01-01,0,252,359,1,0,54150,0,-12,-3111,198,247,12817,3794,109,476,-3381,913,0,2025-01-01T07:45:00+00:00,110,1670,3918,4165,-3200,1438,France,-2544,21,14255,-3415,302,Données temps réel,57361,1867,0
57300,09:00,0,42114,1558,2025-01-01,0,252,360,1,0,54200,100,-12,-3114,181,324,13067,2935,110,620,-3409,914,0,2025-01-01T08:00:00+00:00,110,1670,3914,4338,-3200,1438,France,-2300,21,14505,-3998,302,Données temps réel,57322,1851,0
57650,09:15,1,42480,1558,2025-01-01,0,252,360,1,0,54550,105,-8,-3115,216,314,13338,2935,111,1012,-3409,907,0,2025-01-01T08:15:00+00:00,110,1668,3800,4218,-3200,1442,France,-2300,21,14779,-4893,296,Données temps réel,57368,1883,0
58000,09:30,1,42230,1558,2025-01-01,0,252,359,1,0,54900,104,-41,-3110,207,262,13439,2933,111,1562,-3409,911,0,2025-01-01T08:30:00+00:00,110,1670,3733,4100,-3200,1440,France,-2300,20,14879,-4707,300,Données temps réel,57802,1876,0
58350,09:45,1,42346,1558,2025-01-01,0,252,360,1,0,55250,105,-42,-3109,160,271,13555,2933,111,2113,-3409,914,0,2025-01-01T08:45:00+00:00,110,1670,3717,4094,-3200,1438,France,-2300,20,14993,-5009,302,Données temps réel,58233,1829,0
58700,10:00,1,42505,253,2025-01-01,0,252,359,2,0,55600,66,-36,-3096,183,271,13554,3176,111,2645,-3399,918,0,2025-01-01T09:00:00+00:00,110,1670,3675,4011,-3200,1440,France,-2300,20,14993,-5439,308,Données temps réel,58461,1852,0
58850,10:15,1,42368,253,2025-01-01,0,252,360,4,0,56050,0,-2,-3049,209,227,13535,3176,111,3330,-3399,918,0,2025-01-01T09:15:00+00:00,110,1663,3546,3773,-3200,1440,France,-2300,20,14975,-5623,306,Données temps réel,58667,1871,0
59000,10:30,1,42278,253,2025-01-01,0,252,361,4,0,56500,0,-2,-3118,149,203,13517,3030,111,3942,-3399,917,0,2025-01-01T09:30:00+00:00,110,1665,3536,3739,-3200,1432,France,-2300,19,14949,-5600,304,Données temps réel,59023,1813,0
59300,10:45,1,42081,253,2025-01-01,0,252,357,4,0,56900,0,-3,-3110,152,163,13590,3030,111,4500,-3399,913,0,2025-01-01T09:45:00+00:00,110,1664,3501,3664,-3200,1438,France,-2300,19,15029,-5847,305,Données temps réel,59150,1815,0
59600,11:00,1,42255,-609,2025-01-01,0,252,357,4,0,57300,1,-2,-3111,198,159,13667,1656,111,5028,-3396,914,0,2025-01-01T10:00:00+00:00,110,1664,3617,3777,-3200,1439,France,-2400,19,15106,-6391,305,Données temps réel,59548,1861,0
59850,11:15,0,42236,-609,2025-01-01,0,252,358,63,0,57600,0,0,-2283,212,97,13859,1656,110,5530,-3396,907,0,2025-01-01T10:15:00+00:00,110,1659,3546,3643,-3200,1438,France,-2400,19,15297,-7351,297,Données temps réel,60013,1870,0
60100,11:30,1,42472,-609,2025-01-01,0,252,359,63,0,57900,0,0,-2285,163,100,13819,1637,111,5879,-3396,909,0,2025-01-01T10:30:00+00:00,110,1659,3550,3650,-3200,1436,France,-2400,19,15255,-7915,298,Données temps réel,59954,1821,0
60650,11:45,1,42791,-609,2025-01-01,0,252,359,63,0,58800,43,-2,-2516,174,104,13926,1637,111,6256,-3396,910,0,2025-01-01T10:45:00+00:00,110,1657,3576,3722,-3200,1437,France,-2400,19,15363,-8200,299,Données temps réel,60321,1830,0
61200,12:00,1,43002,-2464,2025-01-01,0,252,363,64,0,59700,95,0,-2697,213,236,13959,2469,111,6570,-3463,914,0,2025-01-01T11:00:00+00:00,110,1658,3560,3891,-3200,1436,France,-2400,19,15395,-8380,299,Données temps réel,60734,1870,0
60900,12:15,1,43596,-2464,2025-01-01,0,252,359,40,0,59550,0,-1,-2698,205,347,14041,2469,111,6508,-3463,908,0,2025-01-01T11:15:00+00:00,110,1651,3597,3945,-3200,1436,France,-2400,18,15476,-8964,296,Données temps réel,60771,1855,0
60600,12:30,1,43308,-2464,2025-01-01,0,252,358,2,0,59400,1,-2,-2697,175,688,14051,2469,111,6669,-3463,909,0,2025-01-01T11:30:00+00:00,110,1651,3619,4308,-3200,1439,France,-2400,18,15490,-9141,300,Données temps réel,60778,1825,0
61150,12:45,1,43502,-2464,2025-01-01,0,252,357,18,0,60000,0,-1,-2627,172,686,14136,2469,111,6934,-3463,904,0,2025-01-01T11:45:00+00:00,110,1649,3664,4350,-3200,1437,France,-2400,18,15573,-9028,295,Données temps réel,61549,1820,0
61700,13:00,0,42883,-2514,2025-01-01,0,252,357,2,0,60600,47,-1,-2633,212,853,14186,2049,110,7201,-3463,905,0,2025-01-01T12:00:00+00:00,110,1651,3716,4615,-3200,1438,France,-2400,18,15623,-9509,296,Données temps réel,61051,1861,0
60700,13:15,1,42554,-2514,2025-01-01,0,252,358,1,0,59650,234,-3,-2461,193,760,14235,2049,111,7109,-3463,903,0,2025-01-01T12:15:00+00:00,110,1644,3708,4703,-3200,1437,France,-2400,18,15672,-9965,293,Données temps réel,60454,1836,0
59700,13:30,1,42196,-2514,2025-01-01,0,252,358,1,0,58700,204,-4,-2465,152,410,14350,1999,111,7074,-3463,911,0,2025-01-01T12:30:00+00:00,110,1645,3736,4350,-3200,1440,France,-2400,18,15790,-10184,301,Données temps réel,59570,1797,0
59050,13:45,0,41894,-2514,2025-01-01,0,252,358,1,0,58200,47,-3,-2479,187,235,14248,1999,110,6945,-3463,909,0,2025-01-01T12:45:00+00:00,110,1645,3718,4000,-3200,1439,France,-2400,19,15686,-10062,299,Données temps réel,58828,1832,0
58400,14:00,0,42081,-2514,2025-01-01,0,252,357,1,0,57700,37,-42,-2474,212,235,14382,123,110,6699,-3463,902,0,2025-01-01T13:00:00+00:00,110,1643,3713,3985,-3187,1438,France,-2400,19,15820,-10682,293,Données temps réel,58250,1854,0
57750,14:15,0,42531,-2514,2025-01-01,0,252,360,1,0,57400,48,-18,-2481,135,314,14468,123,110,6367,-3463,907,0,2025-01-01T13:15:00+00:00,110,1643,3684,4045,-3187,1437,France,-2400,18,15905,-11422,295,Données temps réel,57715,1777,0
57100,14:30,1,42582,-2514,2025-01-01,0,252,359,2,0,57100,32,-16,-2467,152,168,14418,236,111,6056,-3463,907,0,2025-01-01T13:30:00+00:00,110,1642,3754,3954,-3187,1438,France,-2400,18,15856,-11896,296,Données temps réel,56875,1794,0
56750,14:45,1,42385,-2514,2025-01-01,0,252,358,1,0,56450,1,-17,-2469,207,102,14535,236,111,5604,-3463,903,0,2025-01-01T13:45:00+00:00,110,1641,3738,3842,-3187,1437,France,-2400,19,15972,-11721,293,Données temps réel,56452,1847,0
56400,15:00,0,42229,-2514,2025-01-01,0,252,358,1,0,55800,0,-16,-2561,171,101,14544,1628,110,5118,-3497,905,0,2025-01-01T14:00:00+00:00,110,1641,3732,3833,-3200,1437,France,-2450,19,15980,-11136,295,Données temps réel,56270,1811,0
56050,15:15,0,42080,-2514,2025-01-01,0,252,358,5,0,55500,0,-1,-3116,147,97,14544,1628,110,4555,-3497,902,0,2025-01-01T14:15:00+00:00,110,1634,3639,3736,-3200,1437,France,-2450,19,15980,-9903,292,Données temps réel,56121,1780,0
55700,15:30,1,42583,-2514,2025-01-01,0,252,358,6,0,55200,0,0,-3109,185,108,14508,1716,111,3924,-3497,905,0,2025-01-01T14:30:00+00:00,110,1639,3664,3772,-3200,1439,France,-2450,19,15947,-10288,295,Données temps réel,55671,1823,0
55450,15:45,0,42918,-2514,2025-01-01,0,252,356,45,0,54900,0,-1,-3089,190,167,14502,1716,110,3121,-3497,901,0,2025-01-01T14:45:00+00:00,110,1640,3676,3843,-3200,1437,France,-2450,19,15939,-10433,294,Données temps réel,55175,1829,0
55200,16:00,0,42582,-2514,2025-01-01,0,252,357,44,0,54600,0,0,-3100,139,485,14487,1475,110,2424,-3497,901,0,2025-01-01T15:00:00+00:00,110,1639,3610,4095,-3200,1437,France,-2450,19,15924,-9518,293,Données temps réel,55234,1777,0
55300,16:15,1,42686,-2514,2025-01-01,0,252,355,3,0,54700,0,-1,-2366,173,485,14490,1475,111,1786,-3497,903,0,2025-01-01T15:15:00+00:00,110,1641,3617,4102,-3200,1436,France,-2450,19,15926,-9787,296,Données temps réel,55175,1813,0
55400,16:30,0,43115,-2514,2025-01-01,0,252,357,41,0,54800,0,-1,-1951,229,311,14545,1480,110,1274,-3497,904,0,2025-01-01T15:30:00+00:00,110,1642,3627,3938,-3200,1437,France,-2450,20,15982,-9719,295,Données temps réel,55563,1870,0
55950,16:45,1,43945,-2514,2025-01-01,0,252,357,3,0,55350,0,0,-1746,278,1002,14705,1480,111,789,-3497,907,0,2025-01-01T15:45:00+00:00,110,1657,3626,4627,-3200,1438,France,-2450,20,16143,-10880,298,Données temps réel,55832,1933,0
56500,17:00,0,45020,-2514,2025-01-01,0,252,354,3,0,55900,0,0,-1748,286,983,14750,2308,110,456,-3497,906,0,2025-01-01T16:00:00+00:00,110,1681,3613,4597,-3200,1439,France,-2450,20,16189,-11033,300,Données temps réel,56461,1966,0
57600,17:15,1,45960,-2514,2025-01-01,0,252,353,2,0,57050,1,-48,-2153,402,376,14971,2308,111,347,-3497,893,0,2025-01-01T16:15:00+00:00,110,1662,3762,4139,-3200,1440,France,-2450,20,16411,-10258,288,Données temps réel,57464,2063,0
58700,17:30,1,46360,-2514,2025-01-01,0,252,354,1,0,58200,54,-47,-2369,472,540,15167,2367,111,317,-3497,896,0,2025-01-01T16:30:00+00:00,110,1662,3788,4383,-3200,1437,France,-2450,20,16604,-9590,290,Données temps réel,58797,2134,0
59550,17:45,1,46653,-2514,2025-01-01,0,252,356,1,0,59050,58,-48,-2369,438,650,15410,2367,111,301,-3497,911,0,2025-01-01T16:45:00+00:00,110,1664,3901,4610,-3200,1436,France,-2450,20,16846,-9320,303,Données temps réel,59796,2101,0
60400,18:00,1,46606,-2514,2025-01-01,0,252,357,1,0,59900,483,-48,-2367,460,694,15614,2909,111,291,-3484,911,0,2025-01-01T17:00:00+00:00,110,1664,3966,5143,-3200,1438,France,-2700,20,17052,-9225,302,Données temps réel,60595,2123,0
61050,18:15,1,47188,-2514,2025-01-01,0,252,354,1,0,60600,483,-59,-2318,471,628,15768,2909,111,288,-3484,908,0,2025-01-01T17:15:00+00:00,110,1663,4047,5158,-3200,1443,France,-2700,20,17212,-9373,302,Données temps réel,61250,2133,0
61700,18:30,1,47602,-2514,2025-01-01,0,252,354,1,0,61300,480,-60,-2321,333,596,15990,2937,111,0,-3484,906,0,2025-01-01T17:30:00+00:00,110,1663,4070,5146,-3200,1438,France,-2700,19,17428,-9193,300,Données temps réel,61613,1995,0
62250,18:45,1,48085,-2514,2025-01-01,0,252,354,1,0,61900,819,-59,-2314,283,544,16055,2937,111,0,-3484,909,0,2025-01-01T17:45:00+00:00,110,1664,4060,5423,-3200,1244,France,-2700,18,17299,-9397,302,Données temps réel,62001,1946,0
62800,19:00,1,48139,-2514,2025-01-01,0,252,352,1,0,62500,826,-58,-2315,428,603,16190,3826,111,0,-3484,910,0,2025-01-01T18:00:00+00:00,110,1664,4116,5545,-3200,1222,France,-2700,19,17412,-9146,306,Données temps réel,62686,2091,0
62750,19:15,1,48209,-2514,2025-01-01,0,252,353,22,0,62350,564,-1,-2318,565,530,16170,3826,111,0,-3484,909,0,2025-01-01T18:15:00+00:00,110,1665,4074,5168,-3200,1133,France,-2700,20,17303,-8751,304,Données temps réel,62877,2230,0
62700,19:30,1,48143,-2514,2025-01-01,0,252,354,22,0,62200,644,-1,-2313,600,555,16012,3827,111,0,-3484,912,0,2025-01-01T18:30:00+00:00,110,1664,4053,5251,-3200,987,France,-2700,20,16999,-8641,306,Données temps réel,62743,2263,0
62350,19:45,1,47950,-2514,2025-01-01,0,252,354,22,0,61800,656,-2,-2321,541,560,16017,3827,111,0,-3484,912,0,2025-01-01T18:45:00+00:00,110,1667,3958,5174,-3200,888,France,-2700,20,16906,-8557,306,Données temps réel,62402,2208,0
62000,20:00,1,48128,-2514,2025-01-01,0,252,354,22,0,61400,676,-2,-2311,565,632,15944,3364,111,0,-3484,912,0,2025-01-01T19:00:00+00:00,110,1668,3997,5306,-3200,812,France,-2960,20,16756,-9252,305,Données temps réel,61900,2232,0
61500,20:15,1,48365,-2514,2025-01-01,0,252,356,4,0,60800,243,-3,-2110,599,663,15705,3364,111,0,-3484,910,0,2025-01-01T19:15:00+00:00,110,1671,3922,4828,-3200,852,France,-2960,21,16557,-9548,302,Données temps réel,61381,2269,0
61000,20:30,1,48127,-2514,2025-01-01,0,252,355,3,0,60200,179,-4,-2140,557,640,15620,3366,111,0,-3484,911,0,2025-01-01T19:30:00+00:00,110,1669,3881,4700,-3200,889,France,-2960,20,16509,-9481,304,Données temps réel,60959,2226,0
60600,20:45,1,47898,-2514,2025-01-01,0,252,355,3,0,59750,255,-1,-2157,436,563,15271,3366,111,0,-3484,915,0,2025-01-01T19:45:00+00:00,110,1669,3876,4695,-3200,942,France,-2960,20,16213,-9674,308,Données temps réel,60104,2104,0
60200,21:00,1,47802,-2514,2025-01-01,0,252,355,3,0,59300,190,-3,-2160,287,564,15026,2973,111,0,-3457,908,0,2025-01-01T20:00:00+00:00,110,1669,3866,4620,-3200,837,France,-2960,19,15862,-9345,301,Données temps réel,59751,1955,0
59700,21:15,1,48281,-2514,2025-01-01,0,252,356,2,0,58700,208,-16,-2179,331,392,14566,2973,111,0,-3457,904,0,2025-01-01T20:15:00+00:00,110,1672,3827,4426,-3200,808,France,-2960,19,15374,-9682,297,Données temps réel,59220,2001,0
59200,21:30,1,48096,-2514,2025-01-01,0,252,357,1,0,58100,191,-17,-2371,253,385,14352,3008,111,0,-3457,913,0,2025-01-01T20:30:00+00:00,110,1670,3802,4379,-3200,736,France,-2960,19,15088,-9427,304,Données temps réel,58692,1921,0
58800,21:45,0,48015,-2514,2025-01-01,0,252,354,1,0,57650,205,-16,-2367,298,391,14059,3008,110,0,-3457,912,0,2025-01-01T20:45:00+00:00,110,1671,3787,4382,-3200,659,France,-2960,20,14719,-9551,305,Données temps réel,58171,1967,0
58400,22:00,1,47514,-2514,2025-01-01,0,252,355,1,0,57200,196,-16,-2430,331,397,13859,5015,111,0,-3457,909,0,2025-01-01T21:00:00+00:00,110,1670,3785,4378,-3200,663,France,-2960,20,14523,-9012,303,Données temps réel,57977,2000,0
59100,22:15,1,47846,-2514,2025-01-01,0,252,355,11,0,57800,147,-2,-2449,509,459,13273,5015,111,0,-3457,910,0,2025-01-01T21:15:00+00:00,110,1670,3687,4293,-3200,654,France,-2960,21,13927,-7915,304,Données temps réel,58906,2177,0
59800,22:30,0,47802,-2514,2025-01-01,0,252,355,11,0,58400,146,-2,-2569,486,462,13252,5086,110,0,-3457,913,0,2025-01-01T21:30:00+00:00,110,1669,3671,4278,-3200,670,France,-2960,21,13922,-7256,306,Données temps réel,59362,2154,0
60650,22:45,0,48236,-2514,2025-01-01,0,252,355,11,0,59200,220,-2,-2149,496,466,12941,5086,110,0,-3457,913,0,2025-01-01T21:45:00+00:00,110,1669,3657,4343,-3200,726,France,-2960,21,13667,-6783,306,Données temps réel,60511,2164,0
61500,23:00,1,48188,-2514,2025-01-01,0,252,354,11,0,60000,205,-1,-2151,540,477,12610,6562,111,0,-3483,911,0,2025-01-01T22:00:00+00:00,110,1669,3698,4381,-3200,672,France,-2960,21,13282,-7174,305,Données temps réel,59763,2208,0
61350,23:15,1,47589,-2514,2025-01-01,0,252,354,1,0,59600,146,-3,-2323,544,436,12371,6562,111,0,-3483,914,0,2025-01-01T22:15:00+00:00,110,1672,3592,4175,-3200,702,France,-2960,22,13073,-6215,307,Données temps réel,59534,2216,0
61200,23:30,0,47281,-2514,2025-01-01,0,252,354,1,0,59200,70,-42,-2318,492,442,12253,6576,110,0,-3483,912,0,2025-01-01T22:30:00+00:00,110,1672,3639,4151,-3200,624,France,-2960,22,12877,-6138,306,Données temps réel,58995,2163,0
60050,23:45,0,47519,-2514,2025-01-01,0,252,357,1,0,59600,0,-2,-2325,508,433,12141,6576,109,0,-3483,916,0,2025-01-01T22:45:00+00:00,110,1690,3638,4071,-3200,579,France,-2960,22,12720,-5896,307,Données temps réel,59307,2197,0
58900,00:00,0,46745,-2514,2025-01-02,0,252,355,1,0,60000,0,-4,-2326,360,431,11890,5999,110,0,-3392,913,0,2025-01-01T23:00:00+00:00,110,1689,3656,4088,-3200,557,France,-2544,21,12447,-5433,306,Données temps réel,58587,2048,0
58050,00:15,0,46034,-2514,2025-01-02,0,252,356,36,0,59150,0,-1,-2020,263,511,11683,5999,110,0,-3392,911,0,2025-01-01T23:15:00+00:00,110,1689,3745,4256,-3200,557,France,-2544,21,12240,-5232,303,Données temps réel,58283,1951,0
57200,00:30,0,44903,-2514,2025-01-02,0,252,356,1,0,58300,0,-6,-1554,266,500,11522,5949,109,0,-3392,910,0,2025-01-01T23:30:00+00:00,110,1690,3705,4205,-3200,547,France,-2544,21,12070,-5489,301,Données temps réel,57101,1955,0
56150,00:45,1,44254,-2514,2025-01-02,0,252,355,1,0,57450,0,-7,-1581,316,467,11183,5949,111,0,-3392,905,0,2025-01-01T23:45:00+00:00,110,1675,3648,4116,-3200,563,France,-2544,22,11746,-6149,298,Données temps réel,55386,1990,0
55100,01:00,1,44259,-2514,2025-01-02,0,252,357,2,0,56600,0,-3,-1571,260,600,11053,4871,111,0,-3392,904,0,2025-01-02T00:00:00+00:00,110,1675,3676,4276,-3200,628,France,-2544,21,11681,-6714,295,Données temps réel,54877,1934,0
55150,01:15,0,44842,-2514,2025-01-02,0,252,357,3,0,56850,0,-1,-1546,151,674,10957,4871,110,0,-3392,909,0,2025-01-02T00:15:00+00:00,110,1674,3688,4362,-3200,598,France,-2544,21,11555,-6827,300,Données temps réel,55227,1823,0
