,Date - Heure,target,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
10,2025-01-01 10:00:00+01:00,58825.25,1.0898284,4.0689697,-4.4201136,1.8741498,-1.5801742,1.5525234,-0.045491096,-0.19465964,1.8268359,1.055439,0.31049743,-1.33261,0.6341047,1.146539,-0.7127786,-1.2469947,-0.5018311,-0.1465329
11,2025-01-01 11:00:00+01:00,59959.0,1.0068984,4.596468,-4.3319597,1.553192,-1.6877918,0.8753288,0.12401113,3.218097,2.031077,0.13214993,-0.41224995,-0.65253264,0.66032493,-0.51364917,-1.5029894,-1.3663208,-0.79934615,0.23959112
12,2025-01-01 12:00:00+01:00,60958.0,1.0001551,4.608646,-4.194051,1.5929058,-1.3316216,0.23902448,0.13964425,1.972986,1.7480505,-0.35797966,-0.7678717,-1.4921944,0.38756353,0.31647864,-1.1286635,-0.82676876,-0.9396727,0.6396145
13,2025-01-01 13:00:00+01:00,59975.75,0.93068755,4.527,-3.7794464,1.6557047,-1.0201323,0.22435883,0.050224412,-0.07455062,1.3209505,0.07270363,-0.73376405,-1.9903595,0.085312024,1.7316575,-0.57712305,-0.8219406,-0.6216672,0.5046817
14,2025-01-01 14:00:00+01:00,57323.0,0.5623165,4.919114,-3.403819,1.8322186,-1.1582057,0.21238643,-0.48805672,-1.0075984,0.98314655,0.31029367,-0.95507234,-1.4273076,0.20848505,0.7861659,-0.9420671,-0.9464638,-0.5512894,0.7583166
15,2025-01-01 15:00:00+01:00,55809.25,0.48926795,4.875912,-3.832056,1.6905382,-1.0658696,0.3675507,-0.1581613,0.76550466,1.2411227,0.4702103,-0.6280582,-1.872763,0.44059592,0.8032305,-0.8786633,-0.63498795,-0.7965995,0.8754432
16,2025-01-01 16:00:00+01:00,55451.0,0.8100527,4.982787,-3.3558528,1.4446126,-0.95205784,0.42541853,0.11775248,1.4813837,1.3074245,0.44565657,-0.48520324,-1.9428418,0.62432647,0.3783791,-0.8990802,-0.69172597,-1.1607771,0.65191704
17,2025-01-01 17:00:00+01:00,58129.5,1.2554147,5.157939,-3.1037536,1.8955271,-1.4177057,0.5449968,-0.18187849,-1.7053916,1.3425523,0.31789076,-0.45889455,-1.7295549,0.6980481,-0.07168728,-1.0472705,-0.7396545,-1.2960887,0.7006514
18,2025-01-01 18:00:00+01:00,61364.75,1.6355836,5.3474026,-3.037375,2.27146,-1.6656668,0.7436874,-0.014471646,-2.820389,1.7204499,-0.16543847,-0.63018566,-1.2436571,0.7010053,-0.8264536,-1.4243046,-0.7531092,-1.2867674,0.8095896
19,2025-01-01 19:00:00+01:00,62677.0,1.8764613,4.9541163,-3.3369849,1.6178563,-1.323768,0.569119,0.41040587,0.21690515,1.9558558,-0.18414494,-0.5721711,-2.0358322,0.7493353,0.05489219,-0.9517064,-0.7115048,-1.3085518,0.63439965
20,2025-01-01 20:00:00+01:00,61086.0,1.7183651,4.626033,-3.224803,1.2662671,-1.1005213,0.5007445,0.11465,0.30882263,1.7279078,0.23030058,-0.61719245,-2.6612124,0.69609404,0.9207621,-0.53923744,-0.7005008,-1.1136936,0.48019224
21,2025-01-01 21:00:00+01:00,58958.5,1.3719033,4.2718954,-3.2037694,1.2450284,-1.072556,0.39778507,-0.32598463,-0.6064259,1.7645283,0.514059,-0.691346,-2.5383537,0.80639243,0.67191195,-0.6241796,-0.64924586,-1.0536188,0.45332247
22,2025-01-01 22:00:00+01:00,59189.0,1.5316887,3.5887053,-3.619049,1.066927,-1.2031908,0.53592026,-0.17766789,0.16199571,2.1502726,0.34167102,-0.39308447,-2.8137298,0.9511732,0.60019654,-0.6338848,-0.4740704,-1.3531377,0.5082815
23,2025-01-01 23:00:00+01:00,59399.75,1.6909049,3.0649216,-3.8154364,1.0818505,-1.3595783,0.674124,-0.22013438,-0.5466858,2.4105027,0.20538074,-0.16584499,-2.9271777,1.0302241,0.54779613,-0.62530744,-0.385434,-1.6082188,0.45632717
24,2025-01-02 00:00:00+01:00,57339.25,1.491183,2.7145844,-3.757362,0.83185756,-0.9668405,0.494893,-0.12799443,0.22275387,2.3985047,0.4430959,-0.057076078,-2.788053,1.1009648,0.46787095,-0.6481045,-0.40457618,-1.7710955,0.3244322
25,2025-01-02 01:00:00+01:00,54805.0,1.3092847,2.63463,-3.3019664,0.6413206,-0.66305405,0.39943707,-0.2630755,-0.07344559,2.1596072,0.78190017,-0.13879147,-2.8924806,0.9861996,0.8560703,-0.49410596,-0.4078095,-1.5640669,0.2478328
26,2025-01-02 02:00:00+01:00,53798.0,1.158399,2.577815,-3.4019163,0.913473,-0.99545825,0.4100023,-0.6639842,-1.2701156,2.2620122,0.8102958,-0.22540362,-2.3798556,1.1262847,-0.07429677,-0.9388858,-0.35764706,-1.5241508,0.655635
27,2025-01-02 03:00:00+01:00,51971.25,1.000074,2.633234,-3.3916721,0.6466144,-0.8296521,0.47288787,-1.025607,-0.5989687,2.363841,0.93204737,-0.09857988,-2.5085866,1.1510592,0.2759442,-0.4155664,-0.0695207,-1.1906202,0.9869891
28,2025-01-02 04:00:00+01:00,51063.75,0.93854225,2.4554195,-3.1502445,0.2983838,-0.65212536,0.32404163,-1.1915134,-0.059527565,2.268897,1.1467505,-0.27074927,-2.8117507,1.135128,0.6297244,-0.24099144,-0.13761553,-1.0347309,0.876602
29,2025-01-02 05:00:00+01:00,52588.25,1.137171,2.366625,-3.0880527,0.06960204,-0.7885424,0.20351993,-1.2981406,0.76039755,2.5246615,0.8061495,-0.45810187,-2.6204383,1.2679503,-0.037668765,-0.42837462,-0.20433825,-1.1052258,0.7397754
30,2025-01-02 06:00:00+01:00,55722.25,1.8581094,2.1284153,-2.592884,-0.20302704,-0.872217,0.13140483,-0.9283212,0.73914456,3.0673113,0.5744537,-0.6700212,-2.6044335,1.1720953,-0.19050494,-0.5872165,-0.2687379,-1.0586312,0.50150794
31,2025-01-02 07:00:00+01:00,59237.75,2.9782574,1.7701924,-1.8556131,-0.6704151,-0.91514957,-0.062319666,-0.34940574,1.5012598,3.319619,0.035221905,-0.83650964,-2.3249867,1.1321843,-0.8930079,-0.6898802,-0.46306312,-1.4451061,0.24779822
32,2025-01-02 08:00:00+01:00,62337.5,4.0624523,1.1680793,-1.1000836,-0.23640154,-1.4119029,0.3417732,0.017313136,-1.2990983,2.8739092,0.46762955,-1.1568363,-1.3781298,1.0655938,-1.2743902,0.17817564,-0.8494725,-0.57510746,0.38436282
33,2025-01-02 09:00:00+01:00,64383.0,4.641864,0.80513906,-0.6258278,-0.13523716,-1.5416946,-0.0042459574,0.51369756,-2.356378,2.2693644,0.11083022,-1.4357564,-1.54587,0.74262184,-1.2254819,-0.51778436,-1.0028844,-0.7057764,0.8109849
34,2025-01-02 10:00:00+01:00,65939.5,4.947367,0.4609685,-0.8003198,-0.93808484,-1.3045044,-0.53651214,0.62902486,-0.23442031,2.0405555,0.12810606,-1.0954418,-2.3763218,0.38496387,0.2005262,-1.4037747,-1.344357,-0.9184055,0.5882986
35,2025-01-02 11:00:00+01:00,66867.25,5.100693,-0.03935652,-1.3664521,-1.1469373,-1.1733329,-1.035908,0.24604629,0.0074207634,1.4084723,0.15689053,-0.51326895,-2.038613,0.63418585,0.56342006,-0.47602788,-1.4916244,-1.1626011,0.45794424
36,2025-01-02 12:00:00+01:00,68484.25,5.4206643,-0.08481671,-1.3610207,-1.2687191,-0.96814644,-1.5049453,0.27579182,-0.026012778,1.3945345,0.04128047,-0.07521443,-1.3199365,0.69527346,0.49372774,-0.54634297,-1.7179887,-1.3363264,0.32208657
37,2025-01-02 13:00:00+01:00,67709.75,5.495191,0.083909385,-0.68507516,-1.4394691,-0.92686427,-1.4640799,0.70278865,1.6270638,1.4996107,-0.2954646,-0.62473726,-0.9137868,0.59842867,-0.51581043,-1.3989525,-1.9128553,-1.1474751,0.41793445
38,2025-01-02 14:00:00+01:00,65938.0,5.185713,0.2946674,-1.0828829,-1.528648,-0.6615182,-1.679944,-0.31854808,0.7892611,0.99868244,0.10897264,0.11597082,-0.48001388,0.897815,-0.06585425,-0.36460856,-1.9325318,-1.2622631,0.32739514
39,2025-01-02 15:00:00+01:00,64283.75,5.373381,0.60343575,-0.21721701,-1.4824188,-0.4437177,-1.728476,-0.8783519,-1.5952543,0.84553117,0.3271068,0.012014314,0.20975383,0.85362947,-0.4522534,-0.22902592,-1.8944969,-0.8296468,0.6422379
40,2025-01-02 16:00:00+01:00,63373.0,5.863735,0.31863707,1.1051857,-1.5442598,-0.076229736,-1.3515904,0.5935644,-0.24798042,0.33347037,0.81072974,-1.2055677,-0.30647653,0.53617996,0.0037777834,1.0003684,-1.7050248,0.4161995,0.6181992
41,2025-01-02 17:00:00+01:00,64878.0,6.0937595,-0.06816922,0.820221,-1.1000745,-0.7805605,-0.5526169,1.414501,-0.71853364,1.4452202,0.3944394,-1.6486489,-1.4462241,0.48972866,-0.35135677,0.99116087,-0.86172974,0.22398058,1.0735888
42,2025-01-02 18:00:00+01:00,67511.25,6.520788,-0.3198569,0.34650528,-0.9437921,-1.0253625,0.12701306,1.9541306,-0.6883748,2.7172892,-0.040850274,-1.5725732,-2.2581043,0.4913761,-0.12390646,1.2288831,-0.29606652,-0.031990007,1.3319333
43,2025-01-02 19:00:00+01:00,68327.0,6.546226,-0.33697158,-0.059894864,-0.8981477,-1.1872301,0.24931416,1.7361248,-1.007822,2.8669653,-0.19785586,-1.2722092,-2.2831862,0.5368874,-0.23180589,0.8239468,-0.27691692,-0.3527097,1.2878221
44,2025-01-02 20:00:00+01:00,65392.75,5.7918415,0.11204523,-0.33408117,-1.159158,-1.188939,0.18829852,0.4671034,-1.4174472,3.0113063,-0.1465072,-0.79740155,-2.3246381,0.554464,-0.2561703,-0.32872862,-0.37785137,-0.7651075,1.2180119
45,2025-01-02 21:00:00+01:00,62324.75,5.0421762,0.5510539,-0.6149015,-1.6619877,-0.98911583,-0.07723749,0.0068519553,1.5487312,3.350895,-0.22698745,-0.63448906,-2.2337914,0.7451463,-0.73947126,-1.0380943,-0.4703458,-1.0890102,1.1461804
46,2025-01-02 22:00:00+01:00,62289.5,4.6425204,0.27462247,-1.4279029,-1.4557912,-1.1676414,0.18861744,0.10144314,2.144832,3.9507637,-0.4843754,-0.39043537,-2.4766574,1.0144589,-1.126795,-1.2047505,-0.2743728,-1.6764059,0.9648288
47,2025-01-02 23:00:00+01:00,62822.5,4.1151323,-0.29337555,-1.850536,-0.8587747,-1.069528,0.029174376,0.3512169,-0.53523505,3.4625623,0.13340747,-0.55202615,-2.8734097,0.92300266,-0.35638866,-1.5515593,-0.50561285,-1.7547269,-0.14322087
48,2025-01-03 00:00:00+01:00,60557.5,3.6270547,-0.039031193,-1.9825382,-0.92182595,-0.71246296,0.0586057,-0.22186278,-0.86621577,3.463272,0.8635018,-0.4406883,-2.4923513,1.0131111,0.11615315,-0.75531846,-0.43904153,-1.1287686,-0.634818
49,2025-01-03 01:00:00+01:00,58143.25,2.9995217,0.29285067,-2.4909341,-0.9456792,-0.60595715,0.013407577,-0.5472542,0.5265391,3.9063623,0.8999161,-0.3751144,-2.2216492,1.1932412,-0.30182394,-0.86938286,-0.09505401,-0.92793614,-0.38601646
50,2025-01-03 02:00:00+01:00,57087.75,2.6662512,0.27741987,-3.0155213,-0.8043357,-0.6491114,-0.16822934,-0.50511336,1.350569,3.9127567,0.7113444,-0.51939833,-2.3638728,1.291462,-0.7728714,-1.1931771,0.28902996,-1.0437888,0.09610291
51,2025-01-03 03:00:00+01:00,55235.5,2.333461,0.3977818,-3.1773863,-0.62449545,-0.6533088,0.2292563,-1.265377,-0.5935439,3.795851,1.2871028,-0.060018085,-2.4425714,1.2983047,0.19809529,-0.35075238,0.42456517,-0.6166625,0.2071182
52,2025-01-03 04:00:00+01:00,54455.0,2.175886,0.41669202,-3.2009735,-0.6425389,-0.6583171,0.24544218,-1.3290325,-0.4588377,3.7515213,1.315598,-0.120399885,-2.6266174,1.2889314,0.2564049,-0.35544926,0.5119862,-0.61186886,0.27073115
53,2025-01-03 05:00:00+01:00,55986.5,2.4267232,0.38486922,-3.137106,-0.58217347,-0.9455368,0.26848152,-1.2109679,-0.0042588264,3.642649,1.3271824,-0.116331235,-1.6654665,1.4262034,-0.7599597,-0.95191324,-0.12630793,-0.62618643,-0.18339735
54,2025-01-03 06:00:00+01:00,59395.0,3.143533,0.25176865,-3.001671,-0.77608967,-0.86079514,0.52602124,-0.68847513,0.01853636,4.1966114,1.301973,0.33226818,-1.9562793,1.3375943,0.2729429,-0.32127455,-0.30742323,-0.72033894,-0.6644489
55,2025-01-03 07:00:00+01:00,63178.75,4.1163397,0.1919576,-2.6375897,-0.8997088,-1.119029,0.8307409,-0.27794164,-0.4636404,4.35816,1.1571295,0.47215217,-2.0862029,1.109663,0.67096984,-0.28726083,-0.48468602,-0.74583673,-0.7978685
56,2025-01-03 08:00:00+01:00,66781.75,5.1362505,0.003504103,-2.0261068,-1.03108,-1.1969799,0.7831766,0.33939576,-0.79416764,4.4912796,0.4711608,0.36952105,-2.2620356,0.8501203,0.6246447,-0.4911768,-0.51850164,-1.0769532,-0.518459
57,2025-01-03 09:00:00+01:00,68873.0,5.532566,0.08863184,-1.4424186,-1.1753442,-0.63138044,0.12242337,1.1700845,0.027180895,4.557563,-0.09930609,-0.2521089,-2.1508288,0.5599754,0.4535359,-0.8322461,-0.33640397,-1.018073,-0.369223
58,2025-01-03 10:00:00+01:00,69944.25,5.3284535,-0.06845354,-2.2129588,-1.0851183,-0.33036682,-0.6074513,0.7307377,-0.42539522,3.7504673,-0.56337094,0.169476,-1.9583192,0.6555773,0.7892985,-0.2509128,-0.23248489,-1.5807693,-0.40946686
59,2025-01-03 11:00:00+01:00,69947.25,4.811152,-0.14897332,-2.956464,-0.80765986,-0.60111916,-1.0119197,0.008658072,-1.2111645,3.403022,-0.601793,0.3564608,-1.3298355,0.9052683,0.31870362,-0.23551738,-0.45492992,-1.8147447,-0.42747742
60,2025-01-03 12:00:00+01:00,70466.25,4.531158,-0.20509672,-3.1668625,-0.8558562,-0.2606268,-1.3600484,-0.085950315,-0.8810725,3.1870127,-0.55770814,0.44489798,-1.1229693,0.97391236,0.71421975,0.1557217,-0.6884713,-1.8434051,-0.8391638
61,2025-01-03 13:00:00+01:00,68643.75,4.0009675,0.071761474,-3.1515164,-0.6931052,-0.3787687,-1.1895528,-0.5821452,-1.5255203,3.4563506,-0.7466469,0.26557374,-0.9978621,1.0538982,0.17003277,0.071490906,-0.5540517,-1.9360874,-0.75726455
62,2025-01-03 14:00:00+01:00,66282.5,3.6635895,0.16054413,-3.103238,-0.8066131,-0.2808822,-1.1059705,-0.7461177,-1.096479,3.4285786,-0.4515722,0.3421703,-1.3452679,1.135716,0.3972542,0.2816259,-0.45681453,-1.9654684,-0.67778784
63,2025-01-03 15:00:00+01:00,64527.75,3.7509656,0.45681027,-2.7615838,-1.1127479,-0.0878195,-0.8415553,-0.6879992,0.38544154,3.5383878,-0.4400388,0.41308096,-1.4407443,1.2191894,0.21352638,0.45156297,-0.31295192,-1.9010677,-0.51399845
64,2025-01-03 16:00:00+01:00,64284.25,4.630558,0.8654503,-1.4982411,-1.4192762,-0.04404389,-0.8465988,0.30172017,2.305728,4.0986214,-0.7202023,-0.14786337,-0.8141773,1.0841599,-1.2658786,-0.54913986,-0.2584523,-1.586715,0.21934375
65,2025-01-03 17:00:00+01:00,67290.75,5.514306,0.37524366,-0.4426974,-1.2685823,0.21371056,-0.78389204,1.7975786,0.72257197,4.088568,-0.44141972,-0.7957786,-1.5870327,0.4820336,-0.16551404,-1.1889112,-0.440781,-1.0528038,-0.15865162
66,2025-01-03 18:00:00+01:00,71031.75,7.046342,-0.9052472,0.61339587,2.4482446,0.39038837,-1.2069049,1.9259411,-0.615419,4.297588,0.0034755915,-0.83832544,-1.8834364,-0.79112446,-0.9941844,0.083353564,-0.36771756,-0.6887307,-0.3105972
67,2025-01-03 19:00:00+01:00,71799.75,7.740687,-1.9292096,0.9670343,6.135773,0.28972998,-1.3046224,0.90212405,-0.49008656,4.685554,0.5613073,-0.5844589,-2.8266463,-1.8680109,-1.7392619,1.989775,0.07958901,-0.51216334,-0.40691113
68,2025-01-03 20:00:00+01:00,69128.0,6.532613,-0.5806516,0.05054009,3.0075777,0.16053423,-0.935679,0.6899815,-0.6628231,4.7320747,0.24680594,-0.38630274,-2.5606692,-0.83042604,-0.72662014,0.95166636,0.19880551,-0.8050589,-0.23529245
69,2025-01-03 21:00:00+01:00,66606.0,5.011097,0.6433809,-1.4630787,-0.9341479,-0.25340417,-0.19831936,1.3753611,0.48991063,4.888805,-0.40312254,-0.74079263,-2.1364722,0.7734033,-0.5002453,-0.518849,0.38317722,-1.2571403,-0.13617396
70,2025-01-03 22:00:00+01:00,66867.5,4.9340596,0.22345537,-1.382233,-0.74214697,-0.016680108,-0.38075107,1.6995118,-0.2491205,3.9054182,-0.05303418,-0.87023,-2.2223005,0.71139514,0.08145842,-0.24350019,0.023949578,-1.1110744,-0.6866513
71,2025-01-03 23:00:00+01:00,67529.0,4.834074,-0.033689268,-1.7436347,-0.47948986,-0.23977432,-0.41402754,1.8565781,-0.26898086,3.497068,-0.08285022,-0.88210344,-2.0339396,0.82630837,-0.33042026,-0.37981623,-0.15530449,-1.3267869,-0.9616609
72,2025-01-04 00:00:00+01:00,65834.75,4.523137,0.22072618,-1.6225696,-0.61891174,0.057950817,-0.728421,1.5701017,0.2542374,3.2536945,-0.03680764,-0.82345873,-1.596588,0.9188658,-0.5184367,-0.23274656,-0.2621033,-1.3250862,-1.068141
73,2025-01-04 01:00:00+01:00,63391.0,3.7559018,0.17078723,-2.0115025,-0.09320298,-0.29226694,-0.8362169,0.5181506,-2.3795962,2.7095056,0.2828961,-0.7445895,-0.95421124,1.2078171,-1.343935,-0.5037353,-0.41764516,-1.5117328,-1.0189492
74,2025-01-04 02:00:00+01:00,61737.25,3.8434794,0.019399822,-1.9468585,-0.38480204,0.31648865,-1.2743957,1.4731836,0.8594725,2.1494813,0.47802413,-0.8398187,-0.58312005,1.2198192,-1.440045,-0.3804568,-0.6048915,-1.3516704,-1.0064962
75,2025-01-04 03:00:00+01:00,59563.5,4.3829403,0.010836662,-0.45500863,1.7110639,0.93227065,-2.0023127,-0.59135497,-0.7847739,2.1100385,1.054175,0.030270722,-0.84295917,0.100660585,-0.87976044,0.603245,-0.71356165,-0.9547845,-0.7486475
76,2025-01-04 04:00:00+01:00,58984.25,4.436049,0.10159396,-0.07057671,2.3007915,0.9363812,-2.1258514,-0.8832432,-1.8303411,2.0576336,0.9247454,-0.001963365,-0.16510734,-0.00020273007,-1.8068638,0.047423474,-0.9784359,-1.0734532,-0.5193506
77,2025-01-04 05:00:00+01:00,59265.5,4.66833,0.32301348,0.03760487,2.121882,0.8495845,-1.7612978,-1.1137056,-1.5970985,2.290824,0.99182636,0.15180239,-0.0030722413,0.0014062468,-1.6908545,0.5224029,-0.9627621,-0.7912755,-0.5306586
78,2025-01-04 06:00:00+01:00,60539.5,5.241702,0.29212648,-0.19743295,1.5517901,0.53612524,-1.3889947,-0.94373024,1.1804419,2.4139118,1.056178,0.3511767,-0.39677596,-0.07578499,-1.4106641,0.43334004,-1.067944,-0.65913665,-0.52806354
79,2025-01-04 07:00:00+01:00,62593.75,6.0316024,-0.023027306,-0.031199139,1.4761862,0.62258637,-1.674973,-0.5875034,0.9621539,1.1996374,1.4474413,0.4675272,-0.18789092,-0.2537796,-0.75448453,0.78167945,-1.4940418,-0.38919201,-0.5067546
80,2025-01-04 08:00:00+01:00,65006.0,6.879697,0.027553132,0.31931314,1.3526871,0.3429149,-1.6216654,-0.50635445,0.42064634,0.73684853,1.2528335,0.7024584,-0.22574517,-0.5628379,-0.28211948,0.6137328,-1.670268,-0.3020824,0.03796957
81,2025-01-04 09:00:00+01:00,67157.5,6.967773,0.25939023,-0.18981183,-0.58174086,-0.33440012,-0.8871523,0.6648048,0.08411806,0.26047724,1.1012822,0.26354542,0.018707026,0.14772555,0.4201718,0.8084629,-1.8190839,-0.0015048692,0.3923124
82,2025-01-04 10:00:00+01:00,69031.25,6.592691,0.02003278,-0.8925432,-1.0868504,-0.4235301,-1.2340285,1.1758144,-0.08911416,-0.07286291,0.60666895,-0.034452748,-0.17028698,0.35408568,0.6242596,0.17034087,-1.8444097,-0.5032624,0.32916528
83,2025-01-04 11:00:00+01:00,69831.25,6.5157123,-0.30534524,-1.197028,-1.0319909,-0.62596655,-1.3462741,1.1197374,0.1296772,-0.22886911,0.5351133,-0.18042663,-0.14013954,0.43286866,0.42443907,0.2708845,-1.9258671,-0.5516789,0.33145183
84,2025-01-04 12:00:00+01:00,70845.0,6.8643513,-0.39110222,-1.0798348,-1.0607913,-0.73660415,-1.1013505,1.2619008,-0.08796639,0.09426804,0.5961609,0.040520255,-0.041442268,0.44018167,0.65202135,0.5948665,-2.0096316,-0.40228003,0.33076152
85,2025-01-04 13:00:00+01:00,69466.0,6.7642193,0.13447449,-0.7369048,-1.2068156,-0.47667658,-1.3172818,0.92390347,-0.2025685,0.03713653,0.20693806,0.017034143,-0.28043574,0.33580738,0.802311,0.72208023,-1.6668643,-0.5530064,0.9204538
86,2025-01-04 14:00:00+01:00,67269.25,6.6535378,0.6901749,0.05557029,-1.4090616,-0.2422657,-1.5618656,0.6253956,-0.08203001,-0.55603063,0.5452509,-0.2817318,0.0002895398,0.1802649,0.79266787,0.6381053,-1.844567,-0.09322385,1.1807365
87,2025-01-04 15:00:00+01:00,65865.75,6.863467,1.8115455,1.1226437,-1.3573971,0.04305688,-1.364368,0.801741,-0.1196906,-0.5053621,0.13005239,-0.3789446,0.5045043,-0.02841984,0.48527354,0.86210364,-1.6245432,0.2299695,1.7531657
88,2025-01-04 16:00:00+01:00,64821.25,6.7665834,2.0881772,1.2672671,-1.19373,0.23998573,-1.3242685,1.0896814,0.19551782,-0.9260019,0.44859046,-0.722716,0.36100414,0.010682344,0.5577274,1.4546924,-1.5399815,0.4812693,1.802654
89,2025-01-04 17:00:00+01:00,66181.0,6.847496,2.4063532,1.0289862,-0.82496893,-0.18991971,-1.0238779,0.9524125,-0.8638463,-0.60141927,0.1617064,-0.5388211,0.63125324,0.11550409,-0.09253108,0.9648129,-1.5794429,0.1976279,1.8765152
90,2025-01-04 18:00:00+01:00,68545.25,6.9435024,2.5976431,0.8709306,-0.6990437,-0.20147324,-1.1870568,1.3004293,-0.57802045,-0.6888013,0.12906204,-0.7499944,0.35621297,0.1116262,0.19691266,1.246633,-1.5986708,0.18560155,1.6882477
91,2025-01-04 19:00:00+01:00,68799.75,6.8372264,2.8736403,0.85208535,-0.5659002,-0.5477885,-0.87247723,1.8279241,0.9003521,-0.39905202,0.15808456,-1.3746102,-0.088532515,0.09135154,-0.15063733,1.2618078,-1.4411232,0.39802817,1.7998796
92,2025-01-04 20:00:00+01:00,65863.75,6.080201,3.6114514,0.9534742,-0.70105815,-0.7973041,-0.40578607,0.91014016,0.2605072,-0.12703195,0.33824953,-1.1729193,-0.9359941,-0.18865193,0.66161054,0.36235952,-1.4246565,0.39168218,1.6916176
93,2025-01-04 21:00:00+01:00,63053.25,4.9438295,3.9853582,0.42268506,-0.3487676,-0.9968022,-0.039853208,0.29282072,-0.55559784,0.36422747,0.6162497,-1.3684485,-1.4124763,-0.062564105,0.55043614,0.31043497,-1.0277483,0.29098886,1.3731053
94,2025-01-04 22:00:00+01:00,63022.5,4.6686864,3.8826962,0.174318,-0.112948835,-0.555595,-0.540777,0.46975434,-0.51418424,-0.11037584,0.71467423,-1.2993666,-0.6539664,0.2568079,0.291682,1.1588583,-1.1997657,0.23355484,0.88759476
95,2025-01-04 23:00:00+01:00,63311.5,4.214612,3.619073,-0.9708092,0.19113597,-0.22296374,-0.18368691,0.41738617,0.38928887,0.02457118,0.36705363,-1.4260328,-0.84465414,0.58486384,-0.18778586,1.3384475,-1.0860388,-0.35059538,0.4921661
96,2025-01-05 00:00:00+01:00,61234.75,4.109153,3.837869,-0.37965244,-0.13125901,1.4557737,-0.17315422,-0.2661034,0.057786718,-1.1934861,0.34328994,-1.6594889,-0.28227848,0.35298175,0.32149786,0.9922731,-1.8475606,-0.054104052,0.056409057
97,2025-01-05 01:00:00+01:00,58320.5,2.8280697,4.250347,-0.4833718,0.17554542,0.31784153,-1.4484857,-0.06539337,0.30882144,-0.5440324,1.0502863,-1.4864638,0.28616905,0.7274765,-0.55768895,0.92042667,-1.3780466,-0.066107824,-0.011356829
98,2025-01-05 02:00:00+01:00,56212.75,2.1636887,4.6685863,-0.79450965,0.38197786,0.36501992,-1.268395,-0.4331419,-0.084319085,-0.42809388,1.1719564,-1.3387948,0.14186221,0.6867521,-0.3372998,0.549826,-1.2454485,-0.08939295,0.011542954
