,Date - Heure,target,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
252,2025-01-11 12:00:00+01:00,69308.25,5.0660477,-0.26041937,-2.7347302,-1.1249838,1.8222051,-1.2088586,-0.6167095,-0.9562067,1.9816526,-0.59678966,-1.184043,-0.6242771,0.71287227,0.15102321,0.18219995,-0.8577582,-0.98997635,-0.8699622
4669,2025-07-14 13:00:00+01:00,42155.25,-3.9580762,0.47450238,-0.2021019,0.47238094,-1.2864444,-0.34426075,-1.5276146,-1.1331943,-0.8567636,-1.2059771,-1.3102778,0.50606704,-0.7287054,-0.17547634,-0.12336412,-0.034221243,0.9837069,0.5443959
6421,2025-09-25 13:00:00+01:00,51134.75,-1.9636006,-0.97373337,-0.9130733,-0.18422686,-1.0993783,-1.7235538,-0.28312993,-0.38558915,0.22688037,0.009479342,-0.5764268,0.76026607,-0.020712793,0.12863638,0.5960743,0.0023039812,0.60571873,-0.4987784
7340,2025-11-02 20:00:00+01:00,48078.25,-0.17215231,2.7216015,2.6579022,-0.41489044,-0.33098078,-0.15174678,1.33754,0.45572674,0.8987773,-0.09890108,-0.63834673,0.11541709,-0.47222775,-0.021189526,0.061466724,0.13376677,0.6213864,-0.11859537
2120,2025-03-30 08:00:00+01:00,47262.75,0.20367022,-1.2576661,-3.6081367,0.9896344,-1.3817632,0.03469797,1.2048182,-1.2338407,1.3146081,1.0807077,3.9072173,0.6748991,1.1561651,-0.24654794,0.16533911,0.1666198,-0.469775,-0.24458402
1189,2025-02-19 13:00:00+01:00,65403.75,2.1655204,-0.39540058,-2.0007405,-0.4746048,-1.6016481,-1.7204589,0.24805972,-1.0691836,2.3757823,-1.4303082,1.0698028,-0.8221841,0.31057486,0.2525558,0.56473607,0.81287736,0.45416594,-0.2347973
2180,2025-04-01 20:00:00+01:00,51156.0,0.21075031,3.325768,2.8720105,5.9256945,-0.15451574,-1.4018269,-0.52508986,0.4318569,0.8895503,0.6162673,0.8921889,-1.4210547,-2.7693362,0.042498782,0.2287899,-0.4443789,-0.11634733,-0.1892285
6158,2025-09-14 14:00:00+01:00,38373.75,-3.7865787,0.3499403,-2.254246,1.1689116,-0.69627213,0.118233085,0.6334113,1.9422894,-0.73711073,0.04307601,0.9391279,0.81618786,-0.0026776495,-0.14035353,-0.28293395,0.022894911,-0.711644,0.5819703
1620,2025-03-09 12:00:00+01:00,50814.5,-0.305236,-3.87952,-6.035514,2.0898702,0.06644884,0.4857211,2.3622973,1.2051734,-0.98001593,-0.7995411,0.6537125,-1.148613,1.5204637,-2.1268187,1.3354851,0.94257176,-1.0675925,-0.14874947
1198,2025-02-19 22:00:00+01:00,59434.0,3.1520422,1.5801687,-0.0023066886,-0.4473917,-2.2827468,0.34567538,1.4955635,1.8089385,1.8772684,-0.43164444,1.1975498,-0.46648955,0.40343532,-1.650937,-0.5781879,0.2923908,0.7411317,0.0047448715
4721,2025-07-16 17:00:00+01:00,48777.25,-1.9971449,0.1347053,0.794439,-0.03568895,-1.3493376,-0.1889978,-0.24113795,-0.8523991,-0.8343448,-1.5525104,-0.7751472,-0.22633214,-0.56569904,-0.06917429,-0.09710228,-0.43896306,-0.16632682,-0.35210514
414,2025-01-18 06:00:00+01:00,65385.0,7.2347574,-0.21959916,-0.90015996,-1.9310675,-0.7708595,2.058822,-2.0985968,-0.4847631,0.5063947,1.3785884,-0.4633606,-0.4664757,0.89931774,-0.3255083,0.71193594,-2.483934,0.8763209,0.48903453
1430,2025-03-01 14:00:00+01:00,55710.5,-0.059633475,2.0556147,-3.2099261,0.6308427,0.9619808,-0.7487829,-1.5359657,0.37777248,-0.98175275,-1.6330055,-0.22188736,0.074068666,0.044848055,0.020811148,0.48131746,0.16737415,1.2945256,0.81429213
1121,2025-02-16 17:00:00+01:00,53993.5,2.418667,0.6464046,0.16006792,-1.514752,-0.19716898,-2.8843646,-0.1171498,0.30181408,-0.29847622,-0.013440423,1.5798898,-0.39335918,0.426033,0.06426164,0.07818784,0.5702388,0.42148367,0.6182933
2632,2025-04-20 16:00:00+01:00,38480.25,-1.7621592,-0.96829796,-0.80887175,-0.21346045,2.1670017,-0.47630543,0.19872192,-0.16112046,-0.827742,1.1773324,-0.24401033,0.84289795,-0.44095308,0.40930957,-0.8489783,-0.021899767,0.43819165,0.3804085
2652,2025-04-21 12:00:00+01:00,44153.25,-1.993155,-2.9770753,-2.8149972,1.0227613,1.0392001,-1.8085392,1.6582023,-1.2601912,-1.9737307,1.9397548,-1.1044929,1.2415668,-0.3467938,-0.5485028,-2.9212902,-1.0581338,-0.010941414,-0.44896135
5076,2025-07-31 12:00:00+01:00,47027.75,-2.802967,-0.01057574,-0.15616345,-0.72797483,-0.82981414,-0.5615636,-1.9162853,0.025627203,0.4330744,-1.1672148,-0.5896801,0.35096362,-0.75643736,1.0184939,-0.021098807,-0.4455499,0.6519291,-0.15128553
4393,2025-07-03 01:00:00+01:00,40252.25,-0.2925845,-0.052682497,1.1596599,-0.7475798,0.56912273,3.1955576,-0.82968175,1.2493061,-1.1946565,-0.7194369,0.008229931,-0.43478867,-0.03961602,-0.52277225,0.8742925,-0.78707844,-0.20261288,0.4556104
6031,2025-09-09 07:00:00+01:00,45596.0,-0.9864875,-0.8211019,2.410097,-1.2429067,0.1609267,-0.70759094,1.0250366,0.95215243,1.4974111,-0.16097847,-1.0890509,-0.27494833,0.0035790708,-0.64714426,-0.32427558,-0.24025328,-0.026527239,-0.5698102
1334,2025-02-25 14:00:00+01:00,58648.25,1.28548,1.9852861,-2.2601795,0.8391664,0.97303796,-0.38996738,-0.5086049,0.04132579,-1.5222929,-1.5933892,0.19516483,-0.8638436,-0.12853989,0.25557458,0.27494323,0.06632665,0.6777253,-0.3416383
5151,2025-08-03 15:00:00+01:00,34665.25,-3.9955316,-2.7281618,-1.1706977,0.535518,-0.59996295,-0.2666344,0.8838771,0.4418462,-1.2359413,0.5445378,-0.4245586,-0.16861665,-0.18494362,-0.009435974,0.09655234,-0.021449119,-0.43040764,-0.1565385
3086,2025-05-09 14:00:00+01:00,41233.0,-1.9813265,-0.4953702,-1.1886553,-0.3847533,1.212658,-0.44827193,-0.58573896,0.6245241,0.5886073,0.20535746,-0.26987278,0.16488102,-0.1921832,0.33354884,0.21673566,0.54796433,0.28015187,0.91966987
4129,2025-06-22 01:00:00+01:00,36657.25,-1.8757266,0.7550051,0.7820634,-0.5927882,1.445821,2.119842,-0.6331823,0.2953315,0.33238855,-0.041897647,0.26386374,-0.33196765,-0.21343285,0.34140146,-0.2867005,-0.15972614,-0.5629585,-0.42258394
4835,2025-07-21 11:00:00+01:00,49003.5,-2.9887166,1.6923401,-0.68427014,0.8811233,-0.9105719,-0.34215587,0.36885485,0.60844004,-0.5227491,-1.2365503,-0.8678767,0.3376107,-1.0088712,0.9702838,0.022425964,-0.28754574,0.41713455,0.034487464
955,2025-02-09 19:00:00+01:00,65474.25,6.665037,-1.6048788,0.69379807,-0.46472773,-0.23575412,1.7214894,3.1566458,-1.1791482,1.1133565,-1.5522649,0.025933437,-1.1633263,-0.005132049,-1.2875773,1.1582088,0.8059285,1.2439852,1.154376
5608,2025-08-22 16:00:00+01:00,42374.25,-2.7542033,-1.1726489,-0.12267257,-0.7158861,-0.60557437,-2.0071995,-1.0671246,0.73561215,-1.3400283,0.025952369,-0.5516109,0.7677419,-0.1277501,-0.0637974,0.050046965,-0.56525475,0.16802947,0.4541283
6738,2025-10-08 18:00:00+01:00,51970.25,3.269894,-2.926064,3.765078,3.674973,-1.3637967,-0.75838256,-0.69678974,2.9029753,0.32285547,-0.067162514,1.9697386,0.6146809,0.13104881,-0.8194245,-0.6989069,-1.2696611,-0.5726862,0.77491343
7293,2025-10-31 21:00:00+01:00,45929.75,-2.4044108,4.273745,0.91768605,0.9457881,-0.8585665,0.5639416,1.3193548,1.9331918,-0.9890411,0.0332312,-0.57362884,0.3166829,-0.6228155,-0.23413761,-0.71461976,-0.14742701,0.24802896,-0.7960286
6822,2025-10-12 06:00:00+01:00,35992.0,-2.7505932,0.82283705,1.6911657,-0.8039392,-0.998559,0.12581992,-0.6389283,2.1179237,-0.14783293,0.432648,0.030973194,0.3528605,0.38152158,-1.4612215,-0.18635198,-0.5094464,-0.2308724,-0.33127654
2854,2025-04-29 22:00:00+01:00,42804.75,-0.09832896,1.0206043,1.0642245,-0.24862435,1.5241311,0.82541746,0.5864546,-1.162593,-0.36279637,-0.12059878,0.44619238,0.35588434,-0.5905813,-0.05291003,-1.5575055,-0.23939355,-0.5538746,0.44212815
3865,2025-06-11 01:00:00+01:00,37174.75,-1.7450385,0.041083656,2.0576756,-1.5455036,0.35632178,-0.13501547,-0.47366112,0.041048363,1.1372241,0.8683004,0.41966587,0.0072633475,-0.17388673,0.38856637,-0.07696741,0.56194216,0.11356485,-0.36995322
3779,2025-06-07 11:00:00+01:00,42982.25,-2.2488985,0.9513123,-0.92835116,1.0896187,1.6102064,1.2342707,1.243698,1.6364783,-1.968992,-0.8494122,-1.406978,1.2556354,-1.2271634,0.00842575,-0.7084048,-0.23314345,0.6390655,-0.038931653
5079,2025-07-31 15:00:00+01:00,44838.0,-2.7906632,0.3014778,-0.1826902,-0.6073319,-0.5647759,-0.65176594,-1.6033363,0.16794449,-0.050706856,-0.89089584,0.2150797,0.5791709,-0.5921262,1.1937771,0.34278545,-0.3697455,0.2125316,0.06659758
1778,2025-03-16 02:00:00+01:00,55327.0,1.4902939,1.5637786,-1.1236565,0.20395115,1.5779421,-0.86793303,1.0334787,-0.46089786,-0.8904692,-0.776809,0.69969606,-0.9837221,0.39984053,0.112018436,0.12470095,-0.04001125,-0.649883,-1.0484016
4768,2025-07-18 16:00:00+01:00,49467.25,-2.1805558,-1.619904,-0.13629323,-0.93562895,-0.61816305,-1.2990611,-0.99183154,-0.13186479,-0.15820524,-1.4940066,-0.12955809,0.2780393,-0.35697386,0.4485848,-0.31235617,-0.4321258,-0.26726764,-0.9841359
4277,2025-06-28 05:00:00+01:00,35854.0,-1.2614588,-1.2591361,0.0056228247,-0.95837176,0.8534231,3.7470098,-1.5751431,0.6046744,1.1086409,1.5186566,0.94798815,1.3300588,0.49934676,-0.45089522,0.69813454,-1.108931,0.8575196,-1.1763805
5132,2025-08-02 20:00:00+01:00,38799.0,-1.5996892,-0.72549415,1.911906,-1.1961371,0.35963714,-0.31281376,-0.4423808,-0.67175955,0.34062338,-0.5407071,0.54625,-0.124750994,0.2467954,-0.36564398,0.8595477,0.41599137,-0.8255735,0.24136013
1248,2025-02-22 00:00:00+01:00,52055.5,0.7725839,2.9714246,-1.8273821,0.111019276,0.06822997,0.64403117,-0.8687166,0.49877605,0.74044573,0.37509802,1.6302071,-0.412669,0.5946023,0.3502042,0.0060427226,-0.06535439,1.1459424,0.07407299
5708,2025-08-26 20:00:00+01:00,45493.25,0.7871706,-2.113402,3.4172745,1.065342,-1.7450291,0.46521205,0.6281254,-0.21716578,-0.75854415,-0.5522124,-0.80162406,-0.23419605,4.0508013,1.6407744,-1.0561271,0.23658171,-0.11088088,1.7019718
5517,2025-08-18 21:00:00+01:00,44055.75,-0.07002114,-0.7982422,2.2276511,-0.5329903,-1.4734999,0.96925694,1.2127763,-0.28197575,-0.61945206,0.02028587,0.45045224,-0.918677,-0.15660453,0.29363653,-0.38307828,-0.7375809,-0.5076266,0.5513276
1253,2025-02-22 05:00:00+01:00,43764.0,-0.26170358,2.6603994,-1.7901725,0.15626268,0.4728818,1.2158732,-1.2298604,0.8367305,0.23426913,0.15498687,0.8233087,-1.5892465,0.38345754,-0.15651576,-0.8639181,0.7364442,1.1187205,0.9112482
4658,2025-07-14 02:00:00+01:00,33922.75,-3.415674,0.7295718,2.0481343,-0.89431006,-0.27588135,0.19508581,-0.92150706,0.09722377,-0.53639543,0.022686975,-0.30721262,-1.4688578,-0.22280952,0.20990208,-0.5780822,0.3156641,-0.31970227,-0.6539172
7262,2025-10-30 14:00:00+01:00,51661.25,-1.518633,0.8973719,-0.5953549,-0.42489898,-1.3515929,-0.2684156,-0.6506436,2.6734843,1.1164229,-1.4880407,-0.212343,1.697885,-0.40316164,-0.9214543,0.21117693,0.5083963,0.9773673,0.2775745
1590,2025-03-08 06:00:00+01:00,44795.0,-0.6366385,2.6232991,-1.4679513,0.56014884,0.8485162,0.03782306,-0.8510645,0.21169981,-1.5374086,-0.49106115,0.52628917,-1.1657484,0.66374135,-0.8123746,0.1049407,0.2724407,-0.06150347,0.21700555
370,2025-01-16 10:00:00+01:00,77991.25,10.0127945,0.42259037,-0.39112467,-1.4641783,-1.03427,1.1269438,-0.85792726,-1.2265651,-0.8202554,0.32127178,-1.6831596,1.9959748,-0.793741,0.26715225,0.06629195,-0.41817752,-0.49283874,0.2786642
7330,2025-11-02 10:00:00+01:00,43410.0,-1.7472134,2.5410721,-0.4467126,1.1281998,-0.40624842,-0.5483073,-0.33493558,0.7572828,-0.70113677,0.36155432,1.0954216,1.1944014,-0.33354154,0.25192896,0.9042411,0.35145307,0.35919958,0.4962294
192,2025-01-09 00:00:00+01:00,57218.25,2.884852,4.8371744,-0.3258531,-0.35883301,0.15825751,-1.5049758,-1.1429052,0.83621323,-0.4882238,1.9877892,-2.503727,0.15047385,0.03797871,0.35060248,0.44512603,0.24579218,0.44385767,-0.3049565
2798,2025-04-27 14:00:00+01:00,37747.75,-2.1977665,-4.6563816,-3.8209705,1.6134573,0.73334503,1.7521062,2.1914754,0.046572506,-0.040156677,0.8378967,-0.8733709,-0.41799557,0.48325884,-1.4304073,1.411863,1.334523,-0.02525055,0.8131552
165,2025-01-07 21:00:00+01:00,63442.25,3.4603386,2.3052619,-1.3179015,-0.39023602,-0.19689542,-0.5188576,0.18283091,-0.60260594,3.1978369,0.6256044,-1.5651344,-2.219939,0.76808023,0.3404639,0.5282889,-0.07689302,-0.36247566,-0.14092372
3886,2025-06-11 22:00:00+01:00,44773.5,0.16383685,1.7827947,2.9712553,1.8922044,0.91601,1.8212556,-0.9899616,-1.1718745,0.6445304,-1.529232,-0.18725225,1.250397,2.1834834,1.0583527,-1.0199997,0.657492,0.10552924,0.39391926
3135,2025-05-11 15:00:00+01:00,36385.5,-2.979322,-3.0406926,-2.210737,1.3053762,-0.6856057,-0.55299866,2.714058,1.7355151,-0.8253922,2.6081755,-0.6185248,0.8988584,0.59714776,-1.6014428,0.8375999,0.44203654,0.7751295,0.2802167
3295,2025-05-18 07:00:00+01:00,33860.5,-2.186997,-1.8387256,-1.1340815,-0.5161208,2.6492593,-0.23702967,-0.32679158,0.013775963,-1.4424541,1.240984,0.46179658,0.55071104,-0.2117513,0.3732955,-1.6747679,-0.34441903,-0.3112104,-0.098890685
2121,2025-03-30 09:00:00+01:00,48318.5,-0.23967269,-1.9427763,-3.929964,1.2891746,-1.4932363,-0.49388382,1.457232,-1.5963707,0.90097845,0.5560302,3.0685601,0.40571266,0.9050962,-0.52029276,-0.5739384,0.21167803,-0.56292194,-0.040764436
1167,2025-02-18 15:00:00+01:00,60628.25,1.9014059,0.89799184,-1.4855819,-0.5277761,-1.5426016,-1.8121781,-0.18747391,-0.16021195,1.0399914,-0.3409813,1.0005895,-0.57839406,0.26762435,0.40823716,0.6541729,0.6355099,1.2863054,0.22137585
444,2025-01-19 12:00:00+01:00,74487.75,6.8765287,-1.2387614,-2.9261785,-1.022912,-0.056490637,-0.0011440694,-0.4116042,0.17484978,0.61212033,-0.8897867,-1.1677167,-0.755019,0.871958,-0.3091495,1.4391319,-1.5202556,-0.40994918,0.35222712
401,2025-01-17 17:00:00+01:00,72520.0,10.226271,-0.47180206,0.2491815,-2.6401587,-1.1556089,0.7250234,-0.64106685,1.8583786,-0.14779457,0.6305597,-1.3031666,1.4365693,-0.5223137,-0.46004945,-0.6768162,0.16294482,-0.8141399,0.5637635
1220,2025-02-20 20:00:00+01:00,59583.0,2.7154253,2.4764023,1.0834651,0.21492104,-0.87463796,-0.44052765,2.8803227,-1.290651,2.0486221,-0.13224147,0.3311796,-1.0353205,-0.36297348,-0.003415212,-0.885867,0.75458354,1.1818727,-0.68171394
3367,2025-05-21 07:00:00+01:00,44825.0,-0.20816277,-1.082963,0.19316359,-0.89064103,2.2493193,-0.5359156,0.57632595,-0.33174998,0.4226631,0.5992377,0.28118482,0.9798286,-0.08766773,0.23403233,0.18748765,-0.017544921,-0.03250147,-0.5570942
5997,2025-09-07 21:00:00+01:00,40614.5,-1.0379337,-0.39110917,4.580009,2.1871195,-0.3090234,-0.81926185,-0.38885593,-0.7498045,0.18894185,0.024834426,-1.1584342,-0.5310225,0.36230865,-0.3767305,-1.2193767,0.040748287,0.29755878,-0.2690743
6026,2025-09-09 02:00:00+01:00,34799.75,-2.807929,-0.64791805,0.98123026,-1.0152949,-0.11943049,-0.3665888,-0.798716,0.5614501,0.12064514,1.3479568,-0.54514146,-0.6790028,0.3180238,-0.39666346,-0.017769944,0.44039488,0.3730673,0.07571646
3486,2025-05-26 06:00:00+01:00,41371.25,0.0044557713,-0.8877995,0.33249354,-0.2782647,1.9027219,1.7578696,1.3301148,-0.050376236,0.5706138,1.6779623,0.88941914,1.2091969,-0.14490227,0.5105037,-0.34889454,-1.2008632,0.32635736,-0.42320308
616,2025-01-26 16:00:00+01:00,56671.0,1.263792,5.9605556,-2.983692,1.7760488,-0.088579424,-1.1010698,0.084924735,-0.15732668,-0.46080822,1.2982229,-0.24569929,0.051582508,0.7362259,0.9122684,1.2882825,-0.7517809,-0.16308509,0.91539145
5955,2025-09-06 03:00:00+01:00,32054.75,-3.491648,0.30848932,1.7446196,-0.6810401,-0.037681613,0.07238578,-0.68252504,0.174588,-0.80704224,0.88386196,-1.0204412,-1.2826774,-0.14102234,-0.18712634,-0.24763498,0.5927807,0.25986937,-0.1866379
7315,2025-11-01 19:00:00+01:00,47169.25,-0.10948624,2.7868462,3.02647,-0.4704821,0.16001734,-0.19370791,1.4070122,0.31416434,0.3679065,-0.096128516,-0.5205724,0.47708336,-0.6169404,0.36696863,0.38330856,0.01758288,0.851385,-0.2530094
5896,2025-09-03 16:00:00+01:00,45672.75,-3.2043486,2.0027432,-0.41714454,1.049452,-1.0658947,0.40076447,0.49192074,0.9380857,-0.37382555,-1.2315255,-0.7948922,0.006003171,-0.68950367,-0.18244398,-0.5096542,0.018873954,0.15679565,0.5642428
6948,2025-10-17 12:00:00+01:00,51015.0,-2.593547,-0.6982701,-0.9037176,-0.24995136,-1.8023634,-0.4984368,-1.2870363,0.40820426,-0.26015088,-1.3056873,-0.35566545,0.4363416,-0.50284743,0.87344533,0.49886006,-0.74326,0.64273214,-0.5970534
3357,2025-05-20 21:00:00+01:00,43463.5,0.14520057,0.008330304,1.4679404,-0.7085288,2.8835137,0.08671193,1.109225,-0.48731786,0.29330713,0.38148046,-0.06535351,1.0285556,-0.21839133,0.05866586,0.1920939,-0.17658442,0.270075,-0.0991642
5220,2025-08-06 12:00:00+01:00,44967.5,-2.61971,-2.3017578,-1.6530926,-0.46550325,-0.79184675,-0.9347739,-0.8984022,-0.92299736,1.2566575,-0.8310951,0.36011618,-0.37128416,-0.13340156,0.45097724,-0.7937076,0.28890175,-0.8914307,0.3295648
5743,2025-08-28 07:00:00+01:00,44532.0,-1.4342244,-0.8709812,1.0636468,-0.80080575,0.23321056,-1.4562631,0.5631974,-0.09680384,-0.4391857,-0.06374579,0.19405298,0.07408319,0.23271963,-0.07942414,0.39088392,-0.22106206,-1.0601172,-0.6872515
793,2025-02-03 01:00:00+01:00,61910.25,5.596414,-0.93591887,-0.7253845,-1.863029,-0.21884373,0.5784083,-0.9695179,-0.29272017,-0.52782214,0.19069466,2.0210161,-0.082949236,0.6686449,-0.0856513,0.86768377,-0.8048369,0.899261,0.43340665
4499,2025-07-07 11:00:00+01:00,50330.75,-2.6342294,1.1851326,-0.9982761,0.50767523,-1.0150928,-0.970786,-0.09399267,-0.43002352,-0.2194741,-0.9886225,0.12982914,0.3502999,-0.67350554,1.2275398,-0.47878817,-0.4653408,-0.2722346,-0.42146367
5011,2025-07-28 19:00:00+01:00,43544.5,-1.5671489,-0.07572658,1.167765,-1.1868067,0.06849165,-0.82340616,-0.64717823,-0.071285814,-0.061491095,-0.71563804,0.8474597,-0.214658,0.14745317,0.27810606,0.40458077,0.020927798,-1.1473993,-0.4299165
1834,2025-03-18 10:00:00+01:00,63490.5,1.3344564,-0.492001,-3.5219746,2.3146782,-0.4857788,-0.7913327,-0.7573582,0.19467598,0.8187716,-1.6593008,-0.39140502,-1.8112774,-0.81214195,-0.015013449,-0.343203,0.23372188,0.86146617,0.7721287
5976,2025-09-07 00:00:00+01:00,35639.0,-2.8034744,0.96057785,1.2550807,-0.12290152,-0.9728823,1.9398745,0.14342295,1.3636264,-0.435122,2.1246881,0.28567168,0.6624266,-0.12630752,0.05203379,-0.39101094,-1.1197661,1.1374873,-1.6206336
3466,2025-05-25 10:00:00+01:00,38888.0,-1.9336675,-2.4964201,-2.5848734,0.8283571,1.2921883,1.5106848,1.4630332,0.15764657,-1.0138619,3.0064633,0.77184683,1.7790451,-0.432122,0.96273905,-2.3106885,-2.173781,0.7321898,-1.3622259
4765,2025-07-18 13:00:00+01:00,51592.5,-2.3958557,-2.198061,-1.2963194,-0.6248372,-1.513063,-0.957818,-0.9594637,-0.26054424,0.9558174,-1.1867064,-0.34177125,-0.24281535,-0.50149256,0.99050224,-0.65783507,-0.45999628,0.059108503,-0.7279601
5053,2025-07-30 13:00:00+01:00,46962.0,-2.5562494,-1.5845762,-1.0108721,-0.7084465,-0.8364868,-0.20695986,-1.4804169,-0.17979307,0.6642955,-1.2173339,0.16634277,-0.0795487,-0.43978018,0.9847876,-0.1475737,-0.27773622,-0.18773909,-0.29187107
6728,2025-10-08 08:00:00+01:00,50678.5,1.5667897,-2.056229,2.1640003,-1.4521403,-2.48813,0.009493066,0.48224622,0.5365143,-0.76769656,-0.50596035,0.548874,0.41053867,-0.13704255,-1.1276554,-0.8467375,-1.4533448,-0.38565245,1.4005148
4692,2025-07-15 12:00:00+01:00,50883.75,-2.721364,0.8232158,-0.4644436,0.3702768,-2.025059,-0.8300388,-1.0076805,-1.3834081,0.042662434,-1.4344783,-0.8922004,-0.012536317,-0.8898581,0.49415386,-1.1652786,-0.61350584,0.15003914,0.5422098
5219,2025-08-06 11:00:00+01:00,45502.75,-2.2935286,-2.154084,-1.4387394,-0.531249,-0.9861173,-0.9302462,-0.9081851,-0.8102906,1.0986127,-0.8448781,0.38316607,-0.37014353,-0.107675664,0.23946416,-0.8667838,0.24522303,-0.8920183,0.5303789
3346,2025-05-20 10:00:00+01:00,46598.0,-1.0522518,-1.5239742,-1.6677008,0.082798034,0.9932501,-0.110694684,-0.81468374,-2.2544556,0.64657545,-0.23549801,-0.12734546,1.7764251,-0.09513417,-1.0277296,-0.63818765,-0.06863216,0.31604132,0.4903356
3241,2025-05-16 01:00:00+01:00,36782.75,-2.0616047,1.7475832,-0.9656216,0.06376938,1.889537,-0.099830255,-0.08280664,1.4956924,-0.516238,0.5687891,1.0468858,0.69154286,0.12980247,-0.17102543,-0.5764477,0.42327017,-0.57756144,0.91167706
1105,2025-02-16 01:00:00+01:00,59992.75,3.7218173,0.26784876,0.1602216,-1.583245,-0.60693055,-1.6931337,0.1765728,-0.38978836,0.017890237,-0.75294876,2.292058,-0.6226547,0.41523534,0.2934724,0.10372985,0.28718096,0.13946258,-0.36438593
7467,2025-11-08 03:00:00+01:00,41280.5,-1.3429489,-0.39497304,0.75177187,-1.2305148,-0.3460443,0.0063304678,-2.0205338,-0.7278779,-0.6245791,0.34337652,0.16603903,0.3401567,0.5450924,-0.9399979,0.6354036,0.35991472,0.5060556,-0.6072483
2514,2025-04-15 18:00:00+01:00,49223.25,-0.5574815,1.775457,-1.0637687,0.83259183,1.6927856,-0.11288245,1.7865167,1.2134936,-0.8594928,0.15234305,-0.27701378,0.6453162,-0.10799285,-0.21094343,-0.44062588,-0.4896385,-0.5648329,-0.3465296
7123,2025-10-24 19:00:00+01:00,51453.75,-0.4684291,3.4159656,2.570753,0.45686495,-0.26688504,1.060176,2.1211734,-0.357009,1.0792468,-1.7716914,-0.10005544,0.37539592,-0.8554704,0.13138463,0.4365794,0.5266858,0.021651842,-0.17476042
5148,2025-08-03 12:00:00+01:00,38564.25,-3.8204095,-4.2810574,-2.008551,1.3260502,-1.5697823,0.62234515,2.3555481,-0.048054285,-0.6142057,0.40626156,-1.1797576,-1.149785,-0.28149423,-0.13438764,0.2938564,0.29947004,-0.3276564,-0.48734683
1018,2025-02-12 10:00:00+01:00,69619.5,7.440567,-2.3413463,-0.5559138,-1.3238447,-1.1105059,0.56055635,0.90378064,-0.22166176,-1.912999,-0.74146795,0.058304623,0.01287083,-0.8230945,0.33236867,0.35990074,1.5966206,-0.29570422,0.13628346
4020,2025-06-17 12:00:00+01:00,50814.25,-1.257053,-2.237014,-1.9259491,-0.6861284,0.27315247,1.5515583,-1.3967786,-0.111439005,1.990841,-2.0032592,-0.23295012,-0.14959288,-0.5472779,1.0005699,0.3824679,0.12267565,0.06907037,-0.10395831
415,2025-01-18 07:00:00+01:00,67879.75,7.899873,-0.2854638,-0.97777367,-2.1279697,-0.936115,2.1951916,-1.7436657,0.009806156,1.1208112,1.0454869,-0.19205748,-0.7091566,0.7667363,-0.21126746,0.19937383,-2.4203181,0.5737206,0.70382524
5050,2025-07-30 10:00:00+01:00,47929.0,-2.0680113,-1.3355671,-0.36196727,-0.9413221,-0.60550755,-0.92781675,-1.5811325,0.32682678,-0.22049761,-0.94098055,-0.22414422,0.7491894,-0.13422067,0.3350224,1.020764,-0.43320733,0.30287027,-0.3745626
7087,2025-10-23 07:00:00+01:00,50139.0,-1.9137028,5.3301544,0.661361,1.4191772,-0.51933014,0.44799814,1.5429126,1.6401519,-0.6240854,-1.0879235,0.12618,0.9438791,-0.46533006,0.12677434,0.6066555,-0.20041221,-0.0615708,0.21037105
254,2025-01-11 14:00:00+01:00,64502.75,3.7813487,0.46365476,-2.2588196,-1.3797948,0.70534766,-2.7766576,-0.9007346,-0.35955495,2.0131705,0.6727136,-0.7372998,-0.55880654,0.7380687,0.72752845,-0.037112165,-0.5353778,-0.3763651,-0.4119828
361,2025-01-16 01:00:00+01:00,66303.25,7.8527145,0.834594,-1.8934392,-2.0130062,-0.3845434,0.49586117,-2.831177,0.476969,-0.7022463,1.920116,-0.71854913,1.4359221,0.005293959,0.21944208,-0.60597265,0.14715913,-1.3649685,0.1546853
1383,2025-02-27 15:00:00+01:00,57570.25,1.8221607,-0.016022522,-1.8826559,-0.58352304,0.1468643,-0.6127559,-0.96515906,-0.06920744,-0.57153785,-0.7909297,-0.17444119,-1.4477235,0.11385237,0.2309941,-0.11366698,-0.005560561,1.121975,0.3350495
5968,2025-09-06 16:00:00+01:00,39084.75,-3.5645697,0.5768075,-0.74153346,0.7427075,-0.15988141,-0.75551736,-0.14514968,0.17003292,-1.7242364,-0.16416351,0.10854252,1.8478992,-0.46781123,-0.13959049,-0.13522571,-0.23266837,0.32592,0.3587794
4011,2025-06-17 03:00:00+01:00,34421.75,-2.0592823,-0.1741422,0.2633649,-1.0668027,1.753391,2.3834324,-2.6255035,-0.5427626,0.28540626,-0.022622265,-0.24159414,-0.29175746,0.11489557,-0.47189492,-0.15109047,0.34777772,0.15703784,0.1866175
4909,2025-07-24 13:00:00+01:00,47555.0,-2.3186023,-1.1260504,-0.7606166,-0.6741286,-0.72557247,-1.368235,-1.4325747,-0.15890555,0.0453675,-1.0068307,-0.22298998,0.2851786,-0.23150435,0.7680278,1.1020598,-0.0677709,-0.019374564,0.42792866
